ContentLength    CreationTime                      Group       IsDirectory    LastModified         Name                                                   Owner                                 Permissions
0                2022-02-06T06:07:33.224054+00:00  $superuser  True           2022-02-06T06:07:33  Global/Activity/D_EM_EVENT_CONFIGURATION               63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:07:33.943079+00:00  $superuser  True           2022-02-06T06:07:33  Global/Activity/D_EM_EVENT_CONFIG_COUNTRY              63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-09-08T07:11:03.462964+00:00  $superuser  True           2022-09-08T07:11:03  Global/Activity/D_EM_EVENT_HISTORY                     63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:07:34.768533+00:00  $superuser  True           2022-02-06T06:07:34  Global/Activity/D_EM_EVENT_LAYOUT                      63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-09-08T07:12:03.080412+00:00  $superuser  True           2022-09-08T07:12:03  Global/Activity/D_EM_EVENT_MATERIAL                    63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:07:35.545819+00:00  $superuser  True           2022-02-06T06:07:35  Global/Activity/D_EM_EVENT_RULE                        63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-09-08T07:24:53.714927+00:00  $superuser  True           2022-09-08T07:24:53  Global/Activity/D_EM_EVENT_SESSION                     63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-09-08T07:09:10.720119+00:00  $superuser  True           2022-09-08T07:09:10  Global/Activity/D_EM_EVENT_SESSION_ATTENDEE            63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-09-08T07:16:55.879240+00:00  $superuser  True           2022-09-08T07:16:55  Global/Activity/D_EM_EVENT_SPEAKER                     63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-09-08T07:04:57.874603+00:00  $superuser  True           2022-09-08T07:04:57  Global/Activity/D_EM_EVENT_TEAM_MEMBER                 63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-09-08T07:20:13.698591+00:00  $superuser  True           2022-09-08T07:20:13  Global/Activity/D_EM_EXPENSE_ESTIMATE                  63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-09-08T07:05:41.279693+00:00  $superuser  True           2022-09-08T07:05:41  Global/Activity/D_EM_SPEAKER                           63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-09-08T07:21:30.701461+00:00  $superuser  True           2022-09-08T07:21:30  Global/Activity/D_EM_SPEAKER_QUALIFICATION             63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-09-08T07:21:04.621744+00:00  $superuser  True           2022-09-08T07:21:04  Global/Activity/D_EM_TOPIC_MATERIAL                    63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-09-08T07:04:07.659457+00:00  $superuser  True           2022-09-08T07:04:07  Global/Activity/D_EM_VENDOR                            63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-09-08T06:40:55.330958+00:00  $superuser  True           2022-09-08T06:40:55  Global/Activity/D_EM_VENUE                             63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:07:36.266952+00:00  $superuser  True           2022-02-06T06:07:36  Global/Activity/D_ENQUIRY_PRODUCT                      63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:07:37.289257+00:00  $superuser  True           2022-02-06T06:07:37  Global/Activity/D_FIELD_FORCE                          63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:07:38.211519+00:00  $superuser  True           2022-02-06T06:07:38  Global/Activity/D_GROUP                                63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:07:40.247889+00:00  $superuser  True           2022-02-06T06:07:40  Global/Activity/D_KEY_MESSAGE                          63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-04-23T07:39:34.021758+00:00  $superuser  True           2022-04-23T07:39:34  Global/Activity/D_MC_CONTENT                           63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-04-23T09:13:22.168557+00:00  $superuser  True           2022-04-23T09:13:22  Global/Activity/D_MC_CONTENT_ASSET                     63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:07:41.846860+00:00  $superuser  True           2022-02-06T06:07:41  Global/Activity/D_MC_CYCLE                             63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:07:42.792575+00:00  $superuser  True           2022-02-06T06:07:42  Global/Activity/D_MC_CYCLE_CALENDAR                    63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:07:43.510235+00:00  $superuser  True           2022-02-06T06:07:43  Global/Activity/D_MC_CYCLE_CHANNEL                     63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:07:44.453589+00:00  $superuser  True           2022-02-06T06:07:44  Global/Activity/D_MC_CYCLE_COUNTRY_CALENDAR            63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:07:45.135898+00:00  $superuser  True           2022-02-06T06:07:45  Global/Activity/D_MC_CYCLE_PLAN                        63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:07:46.261310+00:00  $superuser  True           2022-02-06T06:07:46  Global/Activity/D_MC_CYCLE_PLAN_TARGET                 63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:07:52.097618+00:00  $superuser  True           2022-02-06T06:07:52  Global/Activity/D_MC_CYCLE_PRODUCT                     63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:07:53.279956+00:00  $superuser  True           2022-02-06T06:07:53  Global/Activity/D_MEDICAL_EVENT                        63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:07:54.622744+00:00  $superuser  True           2022-02-06T06:07:54  Global/Activity/D_MED_ENQUIRY_EMAIL                    63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-03-30T14:38:35.350336+00:00  $superuser  True           2022-03-30T14:38:35  Global/Activity/D_MI_CONTENT                           63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:07:55.441117+00:00  $superuser  True           2022-02-06T06:07:55  Global/Activity/D_MVOC_PRODUCT                         63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:07:56.434544+00:00  $superuser  True           2022-02-06T06:07:56  Global/Activity/D_PRODUCT_CATALOG                      63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:07:57.464287+00:00  $superuser  True           2022-02-06T06:07:57  Global/Activity/D_PRODUCT_METRICS                      63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:07:59.342316+00:00  $superuser  True           2022-02-06T06:07:59  Global/Activity/D_PRODUCT_PLAN                         63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:08:00.112046+00:00  $superuser  True           2022-02-06T06:08:00  Global/Activity/D_PRODUCT_STRATEGY                     63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-03-30T14:37:22.432975+00:00  $superuser  True           2022-03-30T14:37:22  Global/Activity/D_PRODUCT_TACTIC                       63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:08:00.848847+00:00  $superuser  True           2022-02-06T06:08:00  Global/Activity/D_PRODUCT_VALIGN                       63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:08:08.795765+00:00  $superuser  True           2022-02-06T06:08:08  Global/Activity/D_QUESTION                             63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:08:09.766589+00:00  $superuser  True           2022-02-06T06:08:09  Global/Activity/D_RECORD_TYPE                          63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-05-10T18:12:39.643514+00:00  $superuser  True           2022-05-10T18:12:39  Global/Activity/D_REMOTE_MEETING                       63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-05-11T13:08:09.167252+00:00  $superuser  True           2022-05-11T13:08:09  Global/Activity/D_REMOTE_MEETING_ATTENDEE              63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:08:10.667722+00:00  $superuser  True           2022-02-06T06:08:10  Global/Activity/D_ROSTER_MEMBER                        63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:08:12.124364+00:00  $superuser  True           2022-02-06T06:08:12  Global/Activity/D_SAMPLE_INVENTORY                     63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:08:12.912786+00:00  $superuser  True           2022-02-06T06:08:12  Global/Activity/D_SEND_EMAIL                           63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:08:16.619730+00:00  $superuser  True           2022-02-06T06:08:16  Global/Activity/D_SUGGESTION                           63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:08:17.823163+00:00  $superuser  True           2022-02-06T06:08:17  Global/Activity/D_SURVEY                               63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:08:19.814758+00:00  $superuser  True           2022-02-06T06:08:19  Global/Activity/D_SURVEY_QUESTION                      63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:08:20.854080+00:00  $superuser  True           2022-02-06T06:08:20  Global/Activity/D_TERRITORY                            63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-03-30T11:26:38.829619+00:00  $superuser  True           2022-03-30T11:26:38  Global/Activity/D_TIME                                 63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-03-30T11:17:48.441974+00:00  $superuser  True           2022-03-30T11:17:48  Global/Activity/D_TIMEZONE                             63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:08:21.818440+00:00  $superuser  True           2022-02-06T06:08:21  Global/Activity/D_USER                                 63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:08:22.825124+00:00  $superuser  True           2022-02-06T06:08:22  Global/Activity/D_USER_ROLE                            63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:08:23.694628+00:00  $superuser  True           2022-02-06T06:08:23  Global/Activity/F_ALERTS_USER_ACTION                   63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:08:24.676431+00:00  $superuser  True           2022-02-06T06:08:24  Global/Activity/F_CALL_CLICKSTREAM                     63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-03-30T07:11:56.941976+00:00  $superuser  True           2022-03-30T07:26:51  Global/Activity/F_CALL_DETAIL                          63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-03-30T07:18:43.469181+00:00  $superuser  True           2022-03-30T07:18:43  Global/Activity/F_CALL_DETAIL_Zero                     63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:10:16.552863+00:00  $superuser  True           2022-02-06T06:10:16  Global/Activity/F_CALL_DISCUSSION                      63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-03-30T07:45:19.459571+00:00  $superuser  True           2022-03-30T07:52:48  Global/Activity/F_CALL_MESSAGE                         63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-05-20T17:07:20.575802+00:00  $superuser  True           2022-05-20T17:07:20  Global/Activity/F_CALL_MESSAGETEST                     63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-08T07:13:26.444057+00:00  $superuser  True           2022-03-30T07:52:37  Global/Activity/F_CALL_MESSAGE_Zero                    63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:14:39.351401+00:00  $superuser  True           2022-02-06T06:14:39  Global/Activity/F_CALL_OBJECTIVE                       63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:14:40.142521+00:00  $superuser  True           2022-02-06T06:14:40  Global/Activity/F_CALL_SUMMARY                         63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-05-16T14:09:16.715560+00:00  $superuser  True           2022-05-16T14:09:16  Global/Activity/F_CALL_SUMMARY_DROP                    63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:15:58.925479+00:00  $superuser  True           2022-02-06T06:15:58  Global/Activity/F_COACHING                             63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-04-23T05:47:06.637239+00:00  $superuser  True           2022-04-23T05:47:06  Global/Activity/F_CONTRACT                             63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:15:59.734010+00:00  $superuser  True           2022-02-06T06:15:59  Global/Activity/F_DATA_CHANGE_REQUEST                  63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:16:02.597559+00:00  $superuser  True           2022-02-06T06:16:02  Global/Activity/F_DATA_CHANGE_REQUEST_LINE             63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:16:11.054498+00:00  $superuser  True           2022-02-06T06:16:11  Global/Activity/F_EMAIL_ACTIVITY                       63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:16:22.235832+00:00  $superuser  True           2022-02-06T06:16:22  Global/Activity/F_INVENTORY_MONITORING                 63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-04-22T19:43:07.277486+00:00  $superuser  True           2022-04-22T19:43:07  Global/Activity/F_INVENTORY_MONITORING_LINE            63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:16:30.958042+00:00  $superuser  True           2022-02-06T06:16:30  Global/Activity/F_KEY_STAKEHOLDER_ATTITUDE             63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:16:31.674980+00:00  $superuser  True           2022-02-06T06:16:31  Global/Activity/F_MC_ACTIVITY                          63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:16:32.983897+00:00  $superuser  True           2022-02-06T06:16:32  Global/Activity/F_MC_ACTIVITY_LINE                     63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:16:35.229105+00:00  $superuser  True           2022-02-06T06:16:35  Global/Activity/F_MC_CONSENT                           63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:16:36.464625+00:00  $superuser  True           2022-02-06T06:16:36  Global/Activity/F_MC_CYCLE_PLAN_CHANNEL                63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:16:43.113956+00:00  $superuser  True           2022-02-06T06:16:43  Global/Activity/F_MC_CYCLE_PLAN_DETAIL                 63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:16:55.947808+00:00  $superuser  True           2022-02-06T06:16:55  Global/Activity/F_MEDICAL_EVENT_ATTENDEE               63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:17:01.757990+00:00  $superuser  True           2022-02-06T06:17:01  Global/Activity/F_MEDICAL_INQUIRY                      63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:17:03.196725+00:00  $superuser  True           2022-02-06T06:17:03  Global/Activity/F_MEDICAL_INSIGHT                      63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:17:04.404550+00:00  $superuser  True           2022-02-06T06:17:04  Global/Activity/F_PRODUCT_METRICS                      63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:17:07.393620+00:00  $superuser  True           2022-02-06T06:17:07  Global/Activity/F_SENT_EMAIL                           63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:17:10.064118+00:00  $superuser  True           2022-02-06T06:17:10  Global/Activity/F_SENT_FRAGMENT                        63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-03-30T11:44:02.560040+00:00  $superuser  True           2022-03-30T11:44:02  Global/Activity/F_SENT_FRAGMENT_CN                     63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-03-30T14:29:42.349873+00:00  $superuser  True           2022-03-30T14:29:42  Global/Activity/F_STAKEHOLDER_PREFERENCE               63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:17:11.565454+00:00  $superuser  True           2022-02-06T06:17:11  Global/Activity/F_SUGGESTION_FEEDBACK                  63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:17:13.028595+00:00  $superuser  True           2022-02-06T06:17:13  Global/Activity/F_SUGGESTION_TAG                       63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:17:14.268972+00:00  $superuser  True           2022-02-06T06:17:14  Global/Activity/F_SURVEY_RESPONSES                     63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:17:34.908124+00:00  $superuser  True           2022-02-06T06:17:34  Global/Activity/F_SURVEY_TARGETS                       63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:17:41.257159+00:00  $superuser  True           2022-02-06T06:17:41  Global/Activity/F_TASK                                 63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:17:42.228153+00:00  $superuser  True           2022-02-06T06:17:42  Global/Activity/F_TIME_OFF_TERRITORY                   63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-03-17T04:37:01.171316+00:00  $superuser  True           2022-03-17T04:37:01  Global/Activity/F_TR_CALL_DETAIL                       63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-03-17T05:16:26.353387+00:00  $superuser  True           2022-03-17T05:16:26  Global/Activity/F_TR_CALL_MESSAGE                      63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-03-17T04:12:25.453524+00:00  $superuser  True           2022-03-17T04:12:25  Global/Activity/F_TR_CALL_SUMMARY                      63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-03-17T05:31:47.103633+00:00  $superuser  True           2022-03-17T05:31:47  Global/Activity/F_TR_EMAIL_ACTIVITY                    63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-03-30T16:28:34.160451+00:00  $superuser  True           2022-03-30T16:28:34  Global/Activity/F_TR_MC_ACTIVITY                       63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-03-30T16:36:31.747645+00:00  $superuser  True           2022-03-30T16:36:31  Global/Activity/F_TR_MC_ACTIVITY_LINE                  63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-03-17T05:10:52.593175+00:00  $superuser  True           2022-03-17T05:10:52  Global/Activity/F_TR_SENT_EMAIL                        63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:17:43.635522+00:00  $superuser  True           2022-02-06T06:17:43  Global/Activity/HIER_PRODUCT_DYNAMIC                   63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:17:44.502610+00:00  $superuser  True           2022-02-06T06:17:44  Global/Activity/HIER_SALES_ORG_DYNAMIC                 63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:17:48.345656+00:00  $superuser  True           2022-02-06T06:17:48  Global/Activity/H_ACCOUNT_SHARE                        63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-05-24T07:39:15.988169+00:00  $superuser  True           2022-05-24T07:39:15  Global/Activity/H_ACCOUNT_SHARE_R120220523             63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:17:51.396058+00:00  $superuser  True           2022-02-06T06:17:51  Global/Activity/H_ACCOUNT_TERRITORY                    63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:17:56.272629+00:00  $superuser  True           2022-02-06T06:17:56  Global/Activity/H_ACCOUNT_TERRITORY_VALIGN             63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:18:13.640284+00:00  $superuser  True           2022-02-06T06:18:13  Global/Activity/H_AFFILIATION                          63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:18:14.361392+00:00  $superuser  True           2022-02-06T06:18:14  Global/Activity/H_CHILD_ACCOUNT                        63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:18:16.713478+00:00  $superuser  True           2022-02-06T06:18:16  Global/Activity/H_EMPLOYEE_PRODUCT                     63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:18:17.848165+00:00  $superuser  True           2022-02-06T06:18:17  Global/Activity/H_GEOGRAPHY                            63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-04-25T12:39:26.355658+00:00  $superuser  True           2022-04-25T12:39:26  Global/Activity/H_PRODUCT_GROUP                        63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:18:18.673144+00:00  $superuser  True           2022-02-06T06:18:18  Global/Activity/H_RM_TERRITORY_ALN                     63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:18:21.104741+00:00  $superuser  True           2022-02-06T06:18:21  Global/Activity/H_TERRITORY_PRODUCT                    63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:18:22.560532+00:00  $superuser  True           2022-02-06T06:18:22  Global/Activity/H_TERR_SPECIFIC_FIELDS                 63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
0                2022-02-06T06:18:25.074568+00:00  $superuser  True           2022-02-06T06:18:25  Global/Activity/H_USER_TERRITORY                       63d37043-72c4-453d-91e6-cd3dd09a1381  rwxrwx---+
